Item type,Authors,Title,Journal,Publication year,Volume,Issue,Pages,Publisher,Book title,Date published,ISBN,ISSN,URLs,DOI,PMID,Abstract,Keywords,Chapter,Pages cited
Journal Article,"Kehrberger S,Holzschuh A","How does timing of flowering affect competition for pollinators, flower visitation and seed set in an early spring grassland plant?",Scientific Reports,2019,9,1,9-Jan,Springer US,,2019,,2045-2322,http://dx.doi.org/10.1038/s41598-019-51916-0;https://www.ncbi.nlm.nih.gov/pubmed/31666567,10.1038/s41598-019-51916-0,31666567,"Knowledge on how the timing of flowering is related to plant fitness and species interactions is crucial to understand consequences of phenological shifts as they occur under climate change. Early flowering plants may face advantages of low competition for pollinators and disadvantages of low pollinator abundances and unfavourable weather conditions. However, it is unknown how this trade-off changes over the season and how the timing affects reproductive success. On eight grasslands we recorded intra-seasonal changes in pollinators, co-flowering plants, weather conditions, flower visitation rates, floral longevity and seed set of Pulsatilla vulgaris. Although bee abundances and the number of pollinator-suitable hours were low at the beginning of the season, early flowers of P. vulgaris received higher flower visitation rates and estimated total number of bee visits than later flowers, which was positively related to seed set. Flower visitation rates decreased over time and with increasing number of co-flowering plants, which competed with P. vulgaris for pollinators. Low interspecific competition for pollinators seems to be a major driver for early flowering dates. Thus, non-synchronous temporal shifts of co-flowering plants as they may occur under climate warming can be expected to strongly affect plant-pollinator interactions and the fitness of the involved plants.",Scopus,,
Journal Article,Willmer P,Ecology: Pollinator-plant synchrony tested by climate change,Current Biology,2012,22,4,R131-R132,Elsevier Ltd,,2012,,0960-9822,http://dx.doi.org/10.1016/j.cub.2012.01.009;https://www.ncbi.nlm.nih.gov/pubmed/22361150,10.1016/j.cub.2012.01.009,22361150,Flowering plants could lose their pollination service if climate warming potentially uncouples timing of flowering from pollinator availability. Recent evidence might suggest this effect may be less than feared. \textcopyright 2012 Elsevier Ltd. All rights reserved.,,,
Journal Article,"Robbirt KM,Roberts DL,Hutchings MJ,Davy AJ",Potential disruption of pollination in a sexually deceptive orchid by climatic change,Current Biology,2014,24,23,2845-2849,Elsevier Ltd,,2014,,1879-0445,http://dx.doi.org/10.1016/j.cub.2014.10.033;https://www.ncbi.nlm.nih.gov/pubmed/25454786,10.1016/j.cub.2014.10.033,25454786,"Warmer springs advance many phenological events, including flowering time in plants and the flight time of insects [1]. Pollination by insects, an ecosystem service of immense economic and conservation importance [2], depends on synchrony between insect activity and flowering time. If plants and their pollinators show different phenological responses to climate warming, pollination could fail. Information about the effects of warming on specific plant-insect mutualisms is difficult to obtain from complex pollination networks [3]. In contrast, the extraordinarily specific deceptions evolved by orchids [4] that attract a very narrow range of pollinators allow direct examination of the potential for climatic warming to disrupt synchrony. Here we show that a sexually deceptive orchid and the solitary bee on which it depends for pollination will diverge in phenology with increasing spring temperature. Male bees inadvertently pollinate the orchid flowers during pseudocopulation. Analysis of museum specimens (1893-2007) and recent field-based records (1975-2009) showed that flight date of the solitary bee Andrena nigroaenea is advanced more by higher temperatures than is flowering date in the deceptive orchid Ophrys sphegodes. Male bees emerged slightly earlier than females, which attract male copulatory attentions away from the deceptive flowers. Warming by as little as 2°C increased both the probability of male flight and the proportion of females flying in the bee population before orchid flowering; this would reduce the frequency of pseudocopulation and thus lower pollination success rate in the orchid. Our results demonstrate a significant potential for coevolved plant-pollinator relationships to be disrupted by climatic warming.",,,
Journal Article,"Rafferty NE,Diez JM,Bertelsen CD",Changing Climate Drives Divergent and Nonlinear Shifts in Flowering Phenology across Elevations,Current Biology,2020,30,3,432-441.e3,Elsevier Ltd.,,2020,,0960-9822,https://doi.org/10.1016/j.cub.2019.11.071;http://dx.doi.org/10.1016/j.cub.2019.11.071;https://www.ncbi.nlm.nih.gov/pubmed/31902725,10.1016/j.cub.2019.11.071,31902725,"Climate change is known to affect regional weather patterns and phenology; however, we lack understanding of how climate drives phenological change across local spatial gradients. This spatial variation is critical for determining whether subpopulations and metacommunities are changing in unison or diverging in phenology. Divergent responses could reduce synchrony both within species (disrupting gene flow among subpopulations) and among species (disrupting interspecific interactions in communities). We also lack understanding of phenological change in environments where life history events are frequently aseasonal, such as the tropical, arid, and semi-arid ecosystems that cover vast areas. Using a 33-year-long dataset spanning a 1,267-m semi-arid elevational gradient in the southwestern United States, we test whether flowering phenology diverged among subpopulations within species and among five communities comprising 590 species. Applying circular statistics to test for changes in year-round flowering, we show flowering has become earlier for all communities except at the highest elevations. However, flowering times shifted at different rates across elevations likely because of elevation-specific changes in temperature and precipitation, indicating diverging phenologies of neighboring communities. Subpopulations of individual species also diverged at mid-elevation but converged in phenology at high elevation. These changes in flowering phenology among communities and subpopulations are undetectable when data are pooled across the gradient. Furthermore, we show that nonlinear changes in flowering times over the 33-year record are obscured by traditional calculations of long-term trends. These findings reveal greater spatiotemporal complexity in phenological responses than previously recognized and indicate climate is driving phenological reshuffling across local spatial gradients. Using 33 years of data, Rafferty et al. test whether flowering times have diverged for neighboring communities comprising 590 species across an elevational gradient. Divergent and nonlinear shifts in flowering time are related to elevation-specific changes in temperature and precipitation and will likely alter species interactions and gene flow.","circular statistics,communities,metacommunities,plant-pollinator interactions,plasticity,precipitation,semi-arid ecosystems,subpopulations,temperature",,
Journal Article,"Nagahama A,Yahara T","Quantitative comparison of flowering phenology traits among trees, perennial herbs, and annuals in a temperate plant community",American Journal of Botany,2019,106,12,1545-1557,,,2019,,0002-9122,http://dx.doi.org/10.1002/ajb2.1387;https://www.ncbi.nlm.nih.gov/pubmed/31724169,10.1002/ajb2.1387,31724169,"Premise: Flowering phenology may differ among life forms due to the costs and benefits to attract pollinators, dependence on outcross pollination, and resource availability in their habitats. However, few studies have compared flowering phenology among life forms within a community and described flowering phenology at the individual, species, and community levels. Methods: We recorded flowering events for individuals of insect-pollinated trees, perennial herbs, and annuals from spring to summer of 2016 and 2017 in a warm-temperate forest in Japan. To compare phenological variables including mean and variance of flowering length, we standardized the number of observed individuals for each species and tested differences in variables, considering the phylogenetic relationships among species. Results: Total flowering length in trees (9–50 d) was significantly shorter than perennial herbs (27–113 d) or annuals (22–89 d), but mean flowering length was not significantly different among them. Flowering length variance was significantly smaller and intraspecies synchrony significantly higher in trees than in perennial herbs and annuals. At the community level, flowering times largely overlapped among successively flowering species, but interspecies synchrony was positive for all life forms. Conclusions: Shorter total flowering length and higher intraspecific synchrony in trees are explained by a modified pollinator attraction hypothesis suggesting that selection favors higher intraspecific synchrony because it promotes between-individual movement of pollinators. At the community level, positive interspecific synchrony for all life forms supports the hypothesis that flowering times tend to converge among species.","interspecific comparison,life form,pollinator attraction,reproductive assurance,resource availability",,
Journal Article,"Iler AM,Caradonna PJ,Forrest JR,Post E",Demographic Consequences of Phenological Shifts in Response to Climate Change,"Annual Review of Ecology, Evolution, and Systematics",2021,52,,221-245,,,2021,,1545-2069,http://dx.doi.org/10.1146/annurev-ecolsys-011921-032939,10.1146/annurev-ecolsys-011921-032939,,"When a phenological shift affects a demographic vital rate such as survival or reproduction, the altered vital rate may or may not have population-level consequences. We review the evidence that climate change affects populations by shifting species phenologies, emphasizing the importance of demographic life-history theory. We find many examples of phenological shifts having both positive and negative consequences for vital rates. Yet, few studies link phenological shifts to changes in vital rates known to drive population dynamics, especially in plants. When this link is made, results are largely consistent with life-history theory: Phenological shifts have population-level consequences when they affect survival in longer-lived organisms and reproduction in shorter-lived organisms. However, there are just as many cases in which demographic mechanisms buffer population growth from phenologically induced changes in vital rates. We provide recommendations for future research aiming to understand the complex relationships among climate, phenology, and demography, which will help to elucidate the extent to which phenological shifts actually alter population persistence.","Phenology,phenological mismatch,population growth rate,synchrony,trophic asynchrony,vital rate",,
Journal Article,"Peel JR,Golubov J,Mandujano MC,López-Portillo J",Phenology and floral synchrony of Rhizophora mangle along a natural salinity gradient,Biotropica,2019,51,3,355-363,,,2019,,1744-7429,http://dx.doi.org/10.1111/btp.12644,10.1111/btp.12644,,"Rhizophora mangle is the most common species of mangrove within its range and a major component of coastal ecosystems in the tropics and subtropics. Its phenology is affected by seasonal variations in temperature, salinity, and precipitation, all of which may be altered by impending climate change. In this work, the monthly leaf, flower, and fruit phenology of R. mangle was assessed at three sites, along a natural salinity gradient for 12 months. We assessed phenological states using litter traps installed in mangrove stands, and by direct observation of leaf production at two sites, and flower, and fruit production at a single site. Phenological events were compared with seasonal climatic variations (in wind, rain, and temperature) to explore potential abiotic controls on the phenology of this species. Leaf shedding was lowest at the low salinity site. Leaf and stipule production showed a seasonal trend, decreasing during the cool and dry winter months. Flowering was highly seasonal and synchronous and peaked during the rainy season. Flowering was correlated with average temperature (r = 0.82; p < 0.05) at all three study sites, but was not correlated with precipitation. At the high-salinity site, flowering was restricted to the rainy season. Fruit abortion was associated with wind speed (r = 0.79; p < 0.05). Flowering of R. mangle is induced by increasing temperatures and the onset of rains. Rising temperatures, drier summers, and more frequent and intense storms, due to climate change, may influence mangrove productivity, population dynamics, and floral synchrony.","Xel-Há,flowering,fruiting,leafing,stipule production,storm intensity,synchrony,timing",,
Journal Article,"Bloom TD,O'Leary DS,Riginos C",Flowering time advances since the 1970s in a sagebrush steppe community: Implications for management and restoration,Ecological Applications,2022,32,6,17-Jan,,,2022,,1939-5582,http://dx.doi.org/10.1002/eap.2583;https://www.ncbi.nlm.nih.gov/pubmed/35333428,10.1002/eap.2583,35333428,"Climate change is widely known to affect plant phenology, but little is known about how these impacts manifest in the widespread sagebrush ecosystem of the Western United States, which supports a number of wildlife species of concern. Shifts in plant phenology can trigger consequences for the plants themselves as well as the communities of consumers that depend upon them. We assembled historical observations of first-flowering dates for 51 species collected in the 1970s and 1980s in a montane sagebrush community in the Greater Yellowstone Ecosystem and compared these to contemporary phenological observations targeting the same species and locations (2016–2019). We also assembled regional climate data (average spring temperature, day of spring snowmelt, and growing degree days) and tested the relationship between first-flowering time and these variables for each species. We observed the largest change in phenology in early-spring flowers, which, as a group, bloomed on average 17 days earlier, and as much as 36 days earlier, in the contemporary data set. Mid-summer flowers bloomed on average 10 days earlier, nonnative species 15 days earlier, and berry-producing shrubs 5 days earlier, while late summer flowering plants did not shift. The greatest correlates of early-spring and mid-summer flowering were average spring temperature and day of snowmelt, which was 21 days earlier, on average, in 2016–2019 relative to the 1973–1978 observations. The shifts in flowering phenology that we observed could indicate developing asynchronies or novel synchronies of these plant resources and wildlife species of conservation concern, including Greater Sage-grouse, whose nesting success is tied to availability of spring forbs; grizzly bears, which rely heavily on berries for their fall diet; and pollinators. This underscores the importance of maintaining a diverse portfolio of native plants in terms of species composition, genetics, phenological responsiveness to climatic cues, and ecological importance to key wildlife and pollinator species. Redundancy within ecological niches may also be important considering that species roles in the community may shift as climate change affects them differently. These considerations are particularly relevant to restoration and habitat-enhancement projects in sagebrush communities across western North America.","Grand Teton National Park,Greater Sage-grouse,Greater Yellowstone Ecosystem,climate change,community ecology,flowering time,phenological mismatch,phenology,restoration,snowmelt timing,spring temperature",,
Journal Article,Kudo G,Vulnerability of phenological synchrony between plants and pollinators in an alpine ecosystem,Ecological Research,2014,29,4,571-581,,,2014,,1440-1703,http://dx.doi.org/10.1007/s11284-013-1108-z,10.1007/s11284-013-1108-z,,"The relationship between flowering phenology and abundance of bumble bees (Bombus spp.) was investigated using 2 years of phenological data collected in an alpine region of northern Japan. Abundance of Bombus species was observed along a fixed transect throughout the flowering season. The number of flowering species was closely related to the floral resources for pollinators at the community scale. In the year with typical weather, the first flowering peak corresponded to the emergence time of queen bees from hibernation, while the second flowering peak corresponded to the active period of worker bees. In the year with an unusually warm spring, however, phenological synchrony between plants and bees was disrupted. Estimated emergence of queen bees was 10 days earlier than the first flowering date owing to earlier soil thawing and warming. However, subsequent worker emergence was delayed, indicating slower colony development. The flowering season finished 2 weeks earlier in the warm-spring year in response to earlier snowmelt. A common resident species in the alpine environment, B. hypocrita sapporoensis, flexibly responded to the yearly fluctuation of flowering. In contrast, population dynamics of other Bombus species were out of synchrony with the flowering: their frequencies were highest at the end of the flowering season in the warm-spring year. Therefore, phenological mismatch between flowers and pollinators is evident during warm years, which may become more prevalent in a warmer climate. To understand the mechanism of phenological mismatch in the pollination system of the alpine ecosystem, ground temperature, snowmelt regime, and life cycle of pollinators are key factors. \textcopyright 2013 The Ecological Society of Japan.","Alpine plants,Bumble bee,Flowering phenology,Phenological mismatch,Temperature",,
Journal Article,"Theobald EJ,Breckheimer I,HilleRisLambers J",Climate drives phenological reassembly of a mountain wildflower meadow community,Ecology,2017,98,11,2799-2812,,,2017,,0012-9658,http://dx.doi.org/10.1002/ecy.1996;https://www.ncbi.nlm.nih.gov/pubmed/29023677,10.1002/ecy.1996,29023677,"Spatial community reassembly driven by changes in species abundances or habitat occupancy is a well-documented response to anthropogenic global change, but communities can also reassemble temporally if the environment drives differential shifts in the timing of life events across community members. Much like spatial community reassembly, temporal reassembly could be particularly important when critical species interactions are temporally concentrated (e.g., plant-pollinator dynamics during flowering). Previous studies have documented species-specific shifts in phenology driven by climate change, implying that temporal reassembly, a process we term “phenological reassembly,” is likely. However, few studies have documented changes in the temporal co-occurrence of community members driven by environmental change, likely because few datasets of entire communities exist. We addressed this gap by quantifying the relationship between flowering phenology and climate for 48 co-occurring subalpine wildflower species at Mount Rainier (Washington, USA) in a large network of plots distributed across Mt. Rainier's steep environmental gradients; large spatio-temporal variability in climate over the 6 yr of our study (including the earliest and latest snowmelt year on record) provided robust estimates of climate-phenology relationships for individual species. We used these relationships to examine changes to community co-flowering composition driven by ‘climate change analog' conditions experienced at our sites in 2015. We found that both the timing and duration of flowering of focal species was strongly sensitive to multiple climatic factors (snowmelt, temperature, and soil moisture). Some consistent responses emerged, including earlier snowmelt and warmer growing seasons driving flowering phenology earlier for all focal species. However, variation among species in their phenological sensitivities to these climate drivers was large enough that phenological reassembly occurred in the climate change analog conditions of 2015. An unexpected driver of phenological reassembly was fine-scale variation in the direction and magnitude of climatic change, causing phenological reassembly to be most apparent early and late in the season and in topographic locations where snow duration was shortest (i.e., at low elevations and on ridges in the landscape). Because phenological reassembly may have implications for many types of ecological interactions, failing to monitor community-level repercussions of species-specific phenological shifts could underestimate climate change impacts.","climate change,community shifts,disassembly,elevation gradient,global change,mutualisms,phenological synchrony",,
Journal Article,"Maglianesi MA,Hanson P,Brenes E,Benadi G,Schleuning M,Dalsgaard B",High levels of phenological asynchrony between specialized pollinators and plants with short flowering phases,Ecology,2020,101,11,10-Jan,,,2020,,1939-9170,http://dx.doi.org/10.1002/ecy.3162;https://www.ncbi.nlm.nih.gov/pubmed/33460104,10.1002/ecy.3162,33460104,"Species phenology plays a key role in determining mutualistic interactions, such as those between plants and pollinators. Notably, temporal synchrony shapes the patterns of interactions by influencing the probability of encounters between interacting partners; thus, species phenology greatly contributes to structuring ecological communities. In these communities, specialized species are expected to show a high level of synchrony with their partners; however, the relationship between species phenology and specialization remains largely unexplored. In three localities in the tropical mountains of Costa Rica, we quantified the level of phenological synchrony in plant–pollinator networks and tested whether phenological synchrony is associated with the degree of pollinator specialization on plant partners. We also tested the relationship between pollinator specialization and the length of the flowering phase of the visited plants. Across all three studied networks, our results show a strong asynchrony between interacting plant and pollinator species. We also found that more specialized pollinators were more asynchronous with their plant partners and, moreover, that specialized pollinators preferably visited plant species with shorter flowering phases compared to generalized pollinators. These patterns suggest that specialized pollinators may be more vulnerable to mutualistic disruptions because they depend primarily on short-lived resources and have a high risk of phenological mismatch. This discovery has important consequences for specialized species' potential to survive and adapt to changes in the phenology of their interacting partners, which is highly relevant in a time characterized by changing climates and associated shifts in species phenology.","mutualistic interactions,phenological synchrony,pollination,pollinator vulnerability,specialization,temporal asynchrony",,
Journal Article,"Kettenbach JA,Miller-Struttmann N,Moffett Z,Galen C","How shrub encroachment under climate change could threaten pollination services for alpine wildflowers: A case study using the alpine skypilot, Polemonium viscosum",Ecology and Evolution,2017,7,17,6963-6971,,,2017,,2045-7758,http://dx.doi.org/10.1002/ece3.3272,10.1002/ece3.3272,,"Under climate change, shrubs encroaching into high altitude plant communities disrupt ecosystem processes. Yet effects of encroachment on pollination mutualisms are poorly understood. Here, we probe potential fitness impacts of interference from encroaching Salix (willows) on pollination quality of the alpine skypilot, Polemonium viscosum. Overlap in flowering time of Salix and Polemonium is a precondition for interference and was surveyed in four extant and 25 historic contact zones. Pollinator sharing was ascertained from observations of willow pollen on bumble bees visiting Polemonium flowers and on Polemonium pistils. We probed fitness effects of pollinator sharing by measuring the correlation between Salix pollen contamination and seed set in naturally pollinated Polemonium. To ascertain whether Salix interference occurred during or after pollination, we compared seed set under natural pollination, conspecific pollen addition, and Salix pollen addition. In current and past contact zones Polemonium and Salix overlapped in flowering time. After accounting for variance in flowering date due to latitude, Salix and Polemonium showed similar advances in flowering under warmer summers. This trend supports the idea that sensitivity to temperature promotes reproductive synchrony in both species. Salix pollen is carried by bumble bees when visiting Polemonium flowers and accounts for up to 25% of the grains on Polemonium pistils. Salix contamination correlates with reduced seed set in nature and when applied experimentally. Postpollination processes likely mediate these deleterious effects as seed set in nature was not limited by pollen delivery. Synthesis: As willows move higher with climate change, we predict that they will drive postpollination interference, reducing the fitness benefits of pollinator visitation for Polemonium and selecting for traits that reduce pollinator sharing.","Polemonium viscosum,Salix,climate change,heterospecific pollen transfer,plant–climate interactions,reproductive ecology,selection on floral traits,shrub encroachment",,
Journal Article,"Bartomeus I,Park MG,Gibbs J,Danforth BN,Lakso AN,Winfree R",Biodiversity ensures plant-pollinator phenological synchrony against climate change,Ecology Letters,2013,16,11,1331-1338,,,2013,,1461-0248,http://dx.doi.org/10.1111/ele.12170;https://www.ncbi.nlm.nih.gov/pubmed/23968538,10.1111/ele.12170,23968538,"Climate change has the potential to alter the phenological synchrony between interacting mutualists, such as plants and their pollinators. However, high levels of biodiversity might buffer the negative effects of species-specific phenological shifts and maintain synchrony at the community level, as predicted by the biodiversity insurance hypothesis. Here, we explore how biodiversity might enhance and stabilise phenological synchrony between a valuable crop, apple and its native pollinators. We combine 46 years of data on apple flowering phenology with historical records of bee pollinators over the same period. When the key apple pollinators are considered altogether, we found extensive synchrony between bee activity and apple peak bloom due to complementarity among bee species' activity periods, and also a stable trend over time due to differential responses to warming climate among bee species. A simulation model confirms that high biodiversity levels can ensure plant-pollinator phenological synchrony and thus pollination function. \textcopyright 2013 John Wiley & Sons Ltd/CNRS.","Bees,Crop pollination,Ecosystem function,Ecosystem services,Phenology,Pollination,Response diversity,Stabilising mechanism",,
Journal Article,"Bogdziewicz M,Pesendorfer M,Crone EE,Pérez-Izquierdo C,Bonal R",Flowering synchrony drives reproductive success in a wind-pollinated tree,Ecology Letters,2020,23,12,1820-1826,,,2020,,1461-0248,http://dx.doi.org/10.1111/ele.13609;https://www.ncbi.nlm.nih.gov/pubmed/32981190,10.1111/ele.13609,32981190,"Synchronised and quasi-periodic production of seeds by plant populations, known as masting, is implicated in many ecological processes, but how it arises remains poorly understood. Flowering and pollination dynamics are hypothesised to provide the mechanistic link for the observed relationship between weather and population-level seed production. We report the first experimental test of the phenological synchrony hypotheses as a driver of pollen limitation in mast seeding oaks (Quercus ilex). Higher flowering synchrony yielded greater pollination efficiency, which resulted in 2-fold greater seed set in highly synchronised oaks compared to asynchronous individuals. Pollen addition removed the negative effect of asynchronous flowering on seed set. Because phenological synchrony operates through environmental variation, this result suggests that oak masting is synchronised by exogenous rather than endogenous factors. It also points to a mechanism by which changes in flowering phenology can affect plant reproduction of mast-seeding plants, with subsequent implications for community dynamics.","Flowering phenology,flowering synchrony,mast seeding,pollen addition,wind pollination",,
Journal Article,"Kehrberger S,Holzschuh A",Warmer temperatures advance flowering in a spring plant more strongly than emergence of two solitary spring bee species,PLoS ONE,2019,14,6,15-Jan,,,2019,,1932-6203,http://dx.doi.org/10.1371/journal.pone.0218824;https://www.ncbi.nlm.nih.gov/pubmed/31233540,10.1371/journal.pone.0218824,31233540,"Climate warming has the potential to disrupt plant-pollinator interactions or to increase competition of co-flowering plants for pollinators, due to species-specific phenological responses to temperature. However, studies focusing on the effect of temperature on solitary bee emergence and the flowering onset of their food plants under natural conditions are still rare. We studied the effect of temperature on the phenology of the two spring bees Osmia cornuta and Osmia bicornis, by placing bee cocoons on eleven grasslands differing in mean site temperature. On seven grasslands, we additionally studied the effect of temperature on the phenology of the red-list plant Pulsatilla vulgaris, which was the first flowering plant, and of co-flowering plants with later flowering. With a warming of 0.1C, the abundance-weighted mean emergence of O. cornuta males advanced by 0.4 days. Females of both species did not shift their emergence. Warmer temperatures advanced the abundance-weighted mean flowering of P. vulgaris by 1.3 days per 0.1C increase, but did not shift flowering onset of co-flowering plants. Competition for pollinators between P. vulgaris and co-flowering plants does not increase within the studied temperature range. We demonstrate that temperature advances plant flowering more strongly than bee emergence suggesting an increased risk of pollinator limitation for the first flowers of P. vulgaris.",,,
Journal Article,"Kehrberger S,Holzschuh A",Warmer temperatures advance flowering in a spring plant more strongly than emergence of two solitary spring bee species,PLoS ONE,2019,14,6,15-Jan,,,2019,,1932-6203,http://dx.doi.org/10.1371/journal.pone.0218824;https://www.ncbi.nlm.nih.gov/pubmed/31233540,10.1371/journal.pone.0218824,31233540,"Climate warming has the potential to disrupt plant-pollinator interactions or to increase competition of co-flowering plants for pollinators, due to species-specific phenological responses to temperature. However, studies focusing on the effect of temperature on solitary bee emergence and the flowering onset of their food plants under natural conditions are still rare. We studied the effect of temperature on the phenology of the two spring bees Osmia cornuta and Osmia bicornis, by placing bee cocoons on eleven grasslands differing in mean site temperature. On seven grasslands, we additionally studied the effect of temperature on the phenology of the red-list plant Pulsatilla vulgaris, which was the first flowering plant, and of co-flowering plants with later flowering. With a warming of 0.1C, the abundance-weighted mean emergence of O. cornuta males advanced by 0.4 days. Females of both species did not shift their emergence. Warmer temperatures advanced the abundance-weighted mean flowering of P. vulgaris by 1.3 days per 0.1C increase, but did not shift flowering onset of co-flowering plants. Competition for pollinators between P. vulgaris and co-flowering plants does not increase within the studied temperature range. We demonstrate that temperature advances plant flowering more strongly than bee emergence suggesting an increased risk of pollinator limitation for the first flowers of P. vulgaris.",,,
Journal Article,"Gillespie MA,Baggesen N,Cooper EJ",High Arctic flowering phenology and plant-pollinator interactions in response to delayed snow melt and simulated warming,Environmental Research Letters,2016,11,11,,IOP Publishing,,2016,,1748-9326,http://dx.doi.org/10.1088/1748-9326/11/11/115006,10.1088/1748-9326/11/11/115006,,"The projected alterations to climate in the High Arctic are likely to result in changes to the short growing season, particularly with varying predicted effects on winter snowfall, the timing of summer snowmelt and air temperatures. These changes are likely to affect the phenology of interacting species in a variety of ways, but few studies have investigated the effects of combined climate drivers on plant-pollinator interactions in the High Arctic. In this study, we alter the timing of flowering phenology using a field manipulation experiment in which snow depth is increased using snow fences and temperatures are enhanced by open-top chambers (OTCs). We used this experiment to quantify the combined effects of treatments on the flowering phenology of six dominant plant species (Dryas octopetala, Cassiope tetragona, Bistorta vivipara, Saxifraga oppositifolia, Stellaria crassipes and Pedicularis hirsuita), and to simulate differing responses to climate between plants and pollinators in a0020subset of plots. Flowers were counted regularly throughout the growing season of 2015, and insect visitors were caught on flowers during standardised observation sessions. As expected, deep snow plots had delayed snow melt timing and this in turn delayed the first and peak flowering dates of the plants and shortened the prefloration period overall. The OTCs counteracted the delay in first and peak flowering to some extent. There was no effect of treatment on length of flowering season, although for all variables there were species-specific responses. The insect flower-visitor community was species poor, and although evidence of disruption to phenological overlaps was not found, the results do highlight the vulnerability of the plant-pollinator network in this system with differing phenological shifts between insects and plants and reduced visitation rates to flowers in plots with deep snow.","Svalbard,asynchrony,climate change,mismatch,plantpollinator network,tundra",,
Journal Article,"Iler AM,Inouye DW,Høye TT,Miller-Rushing AJ,Burkle LA,Johnston EB",Maintenance of temporal synchrony between syrphid flies and floral resources despite differential phenological responses to climate,Global Change Biology,2013,19,8,2348-2359,,,2013,,1354-1013,http://dx.doi.org/10.1111/gcb.12246;https://www.ncbi.nlm.nih.gov/pubmed/23640772,10.1111/gcb.12246,23640772,"Variation in species' responses to abiotic phenological cues under climate change may cause changes in temporal overlap among interacting taxa, with potential demographic consequences. Here, we examine associations between the abiotic environment and plant-pollinator phenological synchrony using a long-term syrphid fly-flowering phenology dataset (1992-2011). Degree-days above freezing, precipitation, and timing of snow melt were investigated as predictors of phenology. Syrphids generally emerge after flowering onset and end their activity before the end of flowering. Neither flowering nor syrphid phenology has changed significantly over our 20-year record, consistent with a lack of directional change in climate variables over the same time frame. Instead we document interannual variability in the abiotic environment and phenology. Timing of snow melt was the best predictor of flowering onset and syrphid emergence. Snow melt and degree-days were the best predictors of the end of flowering, whereas degree-days and precipitation best predicted the end of the syrphid period. Flowering advanced at a faster rate than syrphids in response to both advancing snow melt and increasing temperature. Different rates of phenological advancements resulted in more days of temporal overlap between the flower-syrphid community in years of early snow melt because of extended activity periods. Phenological synchrony at the community level is therefore likely to be maintained for some time, even under advancing snow melt conditions that are evident over longer term records at our site. These results show that interacting taxa may respond to different phenological cues and to the same cues at different rates but still maintain phenological synchrony over a range of abiotic conditions. However, our results also indicate that some individual plant species may overlap with the syrphid community for fewer days under continued climate change. This highlights the role of interannual variation in these flower-syrphid interactions and shows that species-level responses can differ from community-level responses in nonintuitive ways. \textcopyright 2013 John Wiley & Sons Ltd.","Climate change,Hoverfly,Mismatch,Phenology,Pollinator,Rocky Mountain Biological Laboratory,Synchrony,Syrphidae",,
Journal Article,"Bogdziewicz M,Hacket-Pain A,Kelly D,Thomas PA,Lageard J,Tanentzap AJ",Climate warming causes mast seeding to break down by reducing sensitivity to weather cues,Global Change Biology,2021,27,9,1952-1961,,,2021,,1365-2486,http://dx.doi.org/10.1111/gcb.15560;https://www.ncbi.nlm.nih.gov/pubmed/33604979,10.1111/gcb.15560,33604979,"Climate change is altering patterns of seed production worldwide with consequences for population recruitment and migration potential. For the many species that regenerate through synchronized, quasiperiodic reproductive events termed masting, these changes include decreases in the synchrony and interannual variation in seed production. This breakdown in the occurrence of masting features harms reproduction by decreasing the efficiency of pollination and increasing seed predation. Changes in masting are often paralleled by warming temperatures, but the underlying proximate mechanisms are unknown. We used a unique 39-year study of 139 European beech (Fagus sylvatica) trees that experienced masting breakdown to track the seed developmental cycle and pinpoint phases where weather effects on seed production have changed over time. A cold followed by warm summer led to large coordinated flowering efforts among plants. However, trees failed to respond to the weather signal as summers warmed and the frequency of reproductive cues changed fivefold. Less synchronous flowering resulted in less efficient pollination that further decreased the synchrony of seed maturation. As global temperatures are expected to increase this century, perennial plants that fine-tune their reproductive schedules based on temperature cues may suffer regeneration failures.","mast seeding,phenology,pollen limitation,proximate mechanisms,reproduction,seed production,synchrony,warming",,
